,title,label,num_label,processed_text
390,Senior Digital Insight Analyst,CLASS6,5,senior digital insight analyst
391,Junior Graphic Designer,CLASS6,5,junior graphic designer
392,Insight & Analytics Lead,CLASS6,5,insight analytics lead
393,Garment Technologist - MAT Cover,CLASS8,7,garment technologist mat cover
394,CRM Assistant,CLASS6,5,crm assistant
395,Garment Technologist,CLASS8,7,garment technologist
396,Compliance/AML Assistant - Stryk Legal and Compliance · Limassol · Hybrid Remote,CLASS3,2,complianceaml assistant stryk legal compliance · limassol · hybrid remote
397,Compliance Analyst Legal and Compliance · London,CLASS3,2,compliance analyst legal compliance · london
398,Compliance Analyst (London) Legal and Compliance · London,CLASS3,2,compliance analyst london legal compliance · london
399,Compliance Officer Legal and Compliance · Amsterdam,CLASS3,2,compliance officer legal compliance · amsterdam
400,Compliance Officer Legal and Compliance · Nicosia,CLASS3,2,compliance officer legal compliance · nicosia
401,Contracts Attorney,CLASS9,8,contract attorney
402,Corporate Paralegal,CLASS9,8,corporate paralegal
403,Head of Compliance Legal and Compliance · Limassol,CLASS3,2,head compliance legal compliance · limassol
404,Intellectual Property Paralegal,CLASS9,8,intellectual property paralegal
405,Internal Auditor Internal Audit · Amsterdam,CLASS3,2,internal auditor internal audit · amsterdam
406,Junior Compliance Officer Legal and Compliance · Amsterdam · Hybrid Remote,CLASS3,2,junior compliance officer legal compliance · amsterdam · hybrid remote
407,LEGAL ADMINISTRATOR,CLASS9,8,legal administrator
408,Legal Counsel,CLASS9,8,legal counsel
409,Legal Counsel & DPO,CLASS9,8,legal counsel dpo
410,Senior Legal Counsel - Commercial Affairs,CLASS9,8,senior legal counsel commercial affair
411,"Senior Legal Counsel, Corporate and Securities",CLASS9,8,senior legal counsel corporate security
412,1045900- EECI - Virtual Reality User Experience,CLASS5,4,eeci virtual reality user experience
413,1048140 - Functional Safety Engineer,CLASS4,3,functional safety engineer
414,1048170 - Electrification xIL Systems and Hardware Engineer,CLASS4,3,electrification xil system hardware engineer
415,1048243 - Requirement Modeling Engineer,CLASS4,3,requirement modeling engineer
416,AD/ADAS SW Quality engineer H/F,CLASS4,3,adadas sw quality engineer hf
417,AD/ADAS SW Quality engineer #SWX,CLASS4,3,adadas sw quality engineer swx
418,ADAS Feature Architect  (m/w/d),CLASS5,4,ada feature architect mwd
419,AD- Process Engineer,CLASS4,3,ad process engineer
420,AD Simulation Senior Software Developer,CLASS5,4,ad simulation senior software developer
421,AD Simulation Senior SW Developer,CLASS5,4,ad simulation senior sw developer
422,AD Simulation SW Developer - Junior H/F,CLASS5,4,ad simulation sw developer junior hf
423,AD Simulation SW Developer - Senior H/F,CLASS5,4,ad simulation sw developer senior hf
424,AD Test Strategy and Plan Engineer,CLASS6,5,ad test strategy plan engineer
425,AD Test Strategy and Plan Engineer H/F,CLASS6,5,ad test strategy plan engineer hf
426,AD Validation Test Engineer,CLASS4,3,ad validation test engineer
427,AD Validation Test Engineer H/F,CLASS4,3,ad validation test engineer hf
428,Program Manager - Business Operations - Accommodations,CLASS13,12,program manager business operation accommodation
429,Senior Expert Planning & Risk Analysis,CLASS3,2,senior expert planning risk analysis
430,Brow & Beauty Expert - Bluewater,CLASS13,12,brow beauty expert bluewater
431,Senior Account Manager/Team Manager - Rennes,CLASS6,5,senior account managerteam manager rennes
432,Sales Analytic Manager,CLASS6,5,sale analytic manager
433,Customer Service Rep II - Motorized (8am - 5pm),CLASS2,1,customer service rep ii motorized pm
434,"Procurement Professional, Indirect Spend for Device Manufacturing & Sourcing",CLASS7,6,procurement professional indirect spend device manufacturing sourcing
435,Supply Chain Traineeship,CLASS7,6,supply chain traineeship
436,Customer Assistant - Manchester - Lingerie 37.5hrs,CLASS2,1,customer assistant manchester lingerie hr
437,Trade Optimisation Specialist,CLASS13,12,trade optimisation specialist
438,Counter Manager - Lisburn,CLASS13,12,counter manager lisburn
439,"Product Manager, Fleet Solutions",CLASS5,4,product manager fleet solution
440,Brand Assistant,CLASS6,5,brand assistant
441,Senior Manager of Drayage Services,CLASS13,12,senior manager drayage service
442,IT Manager,CLASS5,4,manager
443,"Senior Software Engineer, Java",CLASS5,4,senior software engineer java
444,Staff iOS Engineer,CLASS5,4,staff io engineer
445,Business Development Sales Representative - Knoxville - 2022 Start Date,CLASS6,5,business development sale representative knoxville start date
446,Information Technology Help Desk,CLASS13,12,information technology help desk
447,Staff Accountant,CLASS10,9,staff accountant
448,Market Development Manager (Grants),CLASS6,5,market development manager grant
449,Intern in the area of development corporate strategy (f/m/d),CLASS13,12,intern area development corporate strategy fmd
450,Oncology Regional Managing Director - South - Remote,CLASS13,12,oncology regional managing director south remote
451,"Scientist, Cell Therapy Innovation",CLASS4,3,scientist cell therapy innovation
452,Senior Engineer,CLASS4,3,senior engineer
453,Regional Sales Manager,CLASS6,5,regional sale manager
454,Team Manager - South London,CLASS13,12,team manager south london
455,Analyst Forecast Planning & Analysis,CLASS6,5,analyst forecast planning analysis
456,Junior Scientist Protein Science,CLASS4,3,junior scientist protein science
457,Client Account Manager,CLASS6,5,client account manager
458,Summer intern - Coating Development for fertilizer,CLASS4,3,summer intern coating development fertilizer
459,Materials Supervisor,CLASS7,6,material supervisor
460,Reorder buyer,CLASS7,6,reorder buyer
461,Manufacturing Technician,CLASS8,7,manufacturing technician
462,PLANT OPERATOR,CLASS8,7,plant operator
463,Office Clerk - Tuscaloosa,CLASS13,12,office clerk tuscaloosa
464,Java Software Engineer,CLASS5,4,java software engineer
465,Client Experience Manager,CLASS6,5,client experience manager
466,Maintenance Manager,CLASS11,10,maintenance manager
467,Sales Manager Odor and H2S Solutions,CLASS6,5,sale manager odor h solution
468,Test Technician (2nd Shift)- KION Mobile Automation,CLASS11,10,test technician nd shift kion mobile automation
469,Junior Office Assistant,CLASS13,12,junior office assistant
470,Inside sales,CLASS6,5,inside sale
471,Warehouse Manager / Lagerleiter (m/w/d),CLASS7,6,warehouse manager lagerleiter mwd
472,Field Service Engineer,CLASS11,10,field service engineer
473,IT Domain Specialist - Data & Reporting,CLASS5,4,domain specialist data reporting
474,Master Thesis - Smart Greenhouse Farming,CLASS13,12,master thesis smart greenhouse farming
475,Sales Specialist,CLASS6,5,sale specialist
476,Customer Assistant - Operations - Days - New Store Opening Battersea Power Station,CLASS2,1,customer assistant operation day new store opening battersea power station
477,Senior Java Software Engineer - P&C Düsseldorf,CLASS5,4,senior java software engineer pc düsseldorf
478,"Primary Care Sales Specialist – CRM – Charleston, WV – Remote",CLASS6,5,primary care sale specialist – crm – charleston wv – remote
479,Resident Engineer,CLASS4,3,resident engineer
480,Tech Lead Data,CLASS5,4,tech lead data
481,Inspecteur kwaliteitscontrole,CLASS8,7,inspecteur kwaliteitscontrole
482,Quality Assurance Engineer,CLASS8,7,quality assurance engineer
483,Systems Analyst-Process,CLASS5,4,system analystprocess
484,Accounts Payable Clerk I (7am to 4pm),CLASS10,9,account payable clerk pm
485,Software Engineer Smart Energy Grid,CLASS5,4,software engineer smart energy grid
486,Digital Procurement Representative (Entry Level),CLASS7,6,digital procurement representative entry level
487,IT (Lead) Business Consultant - SAP EWM or WM,CLASS5,4,lead business consultant sap ewm wm
488,Data Scientist,CLASS5,4,data scientist
489,IT Service Lead,CLASS5,4,service lead
490,Account Manager External (m/w/d) - Vertrieb,CLASS6,5,account manager external mwd vertrieb
491,Cloud Ops Engineer,CLASS5,4,cloud ops engineer
492,Customer Assistant - Cowley road - Oxford,CLASS2,1,customer assistant cowley road oxford
493,R&D Spec II - High Throughput Protein Production,CLASS4,3,rd spec ii high throughput protein production
494,Account Executive,CLASS6,5,account executive
495,Event Planner - 17 month FTC,CLASS6,5,event planner month ftc
496,Primary Care Sales Specialist – CRM – Roanoke – Remote,CLASS6,5,primary care sale specialist – crm – roanoke – remote
497,Multi Site Hr Manager – Waterford/Cork,CLASS1,0,multi site hr manager – waterfordcork
498,Sales Representative,CLASS6,5,sale representative
499,Energy Sales Account Manager,CLASS6,5,energy sale account manager
500,Loan Operations Manager,CLASS10,9,loan operation manager
501,Medical Science Liaison,CLASS4,3,medical science liaison
502,Product Manager Oncology,CLASS4,3,product manager oncology
503,Senior Chemist - Energy and Low Carbon,CLASS4,3,senior chemist energy low carbon
504,Summer 2022 Business Development Sales Intern - Chicago,CLASS6,5,summer business development sale intern chicago
505,Master Thesis - Wireless Factory Network,CLASS13,12,master thesis wireless factory network
506,Export Control Officer,CLASS7,6,export control officer
507,Validation Engineer,CLASS8,7,validation engineer
508,Field Collections Representative - Hixson,CLASS13,12,field collection representative hixson
509,Engineering Manager,CLASS5,4,engineering manager
510,OTM Solution Architect,CLASS13,12,otm solution architect
511,Senior Developer Analyst,CLASS5,4,senior developer analyst
512,Software Engineer AWS,CLASS5,4,software engineer aws
513,Master Scheduler,CLASS13,12,master scheduler
514,Protection Engineer,CLASS8,7,protection engineer
515,Internal Auditor – Trading & Commodity Risk,CLASS3,2,internal auditor – trading commodity risk
516,Maintenance Lead,CLASS11,10,maintenance lead
517,Digital Manager for importers platforms,CLASS7,6,digital manager importer platform
518,Administrative Assistant - Construction Loan Department,CLASS10,9,administrative assistant construction loan department
519,Key Account Manager F/H,CLASS6,5,key account manager fh
520,Office Manager - Richmond,CLASS13,12,office manager richmond
521,Safety & Quality Inspector,CLASS8,7,safety quality inspector
522,Senior Product Designer,CLASS4,3,senior product designer
523,Senior Product Owner - Contracts eCommerce,CLASS6,5,senior product owner contract ecommerce
524,AI Engineer,CLASS5,4,ai engineer
525,Autonomous Vehicle Architect – UD Trucks Technology,CLASS8,7,autonomous vehicle architect – ud truck technology
526,Account Manager,CLASS6,5,account manager
527,LVMH Japan - OmniRetail Lead,CLASS6,5,lvmh japan omniretail lead
528,Sr. Quality Assurance Engineer (frontend),CLASS5,4,sr quality assurance engineer frontend
529,Senior Business Analyst Salesforce Service / Marketing Cloud,CLASS6,5,senior business analyst salesforce service marketing cloud
530,Client Account Manager (Full Time Position),CLASS6,5,client account manager full time position
531,"Personal Assistant to Country President, 12 Month Contract/Secondment",CLASS13,12,personal assistant country president month contractsecondment
532,Machine Operator I Swiss,CLASS13,12,machine operator swiss
533,Senior Project Engineer,CLASS4,3,senior project engineer
534,Analytical Technician - Early Phase Biopharmaceutical Products,CLASS4,3,analytical technician early phase biopharmaceutical product
535,Lead Clinical Trial Associate (Remote),CLASS4,3,lead clinical trial associate remote
536,Agile Program Coach,CLASS5,4,agile program coach
537,Sr. Specialist Master Data and Systems,CLASS5,4,sr specialist master data system
538,Senior Mechanical Equipment Engineer,CLASS8,7,senior mechanical equipment engineer
539,Safety Advisor,CLASS8,7,safety advisor
540,Internship: Finance @ Philips,CLASS10,9,internship finance philip
541,Text Analytics (NLP) Expert,CLASS5,4,text analytics nlp expert
542,Counter Manager - Dublin Jervis Centre,CLASS13,12,counter manager dublin jervis centre
543,System Verification Engineer,CLASS8,7,system verification engineer
544,Senior Software Engineer / Software Architect Zagreb,CLASS5,4,senior software engineer software architect zagreb
545,NDT Technician,CLASS11,10,ndt technician
546,ESW Application Engineer - Application Development,CLASS5,4,esw application engineer application development
547,Compliance Senior QA Engineer /Specialist,CLASS3,2,compliance senior qa engineer specialist
